Title,Publication Year,Topic,Topic_Name,Topic_Probability,Abstract Note,DOI,Author
Towards Governance and Dispute Resolution for DLT and Smart Contracts,2018,0,Topic_0_security_iot_city,1.0,"Illegal content on a blockchain cannot be removed and the originator might not be identifiable. At the same time, node operators that have no control over the content stored on their nodes might be held legally responsible. As a decentralized system, Digital Ledger Technology (DLT) needs decentralized governance and smart contract dispute resolution. Existing DLT governance and dispute resolution is only aimed at balancing the interests of DLT and smart contract participants. It fails to address the interests of third parties and society. The failure to do so could trigger government and court intervention within DLT systems. Although the decentralized nature of a DLT system will offer some protection against this intervention, participants might be identifiable and subject to legal prosecution. We present a design also addressing the interests of society and third parties that will have to be accompanied by an international legal framework.",10.1109/ICSESS.2018.8663721,J. Erbguth; J. -H. Morin
Towards Modernizing the Future of American Voting,2018,2,Topic_2_voting_electronic_voting systems,0.3938862328926267,"With the proliferation of computing and information technologies, we have an opportunity to envision a fully participatory democracy in the country through a fully digitized voting platform. However, the growing interconnectivity of systems and people across the globe, and the proliferation of cybersecurity issues pose a significant bottleneck towards achieving such a vision. In this paper, we discuss a vision to modernize our voting processes and discuss the challenges for creating a national e-voting framework that incorporates policies, standards and technological infrastructure that is secure, privacy-preserving, resilient and transparent. Through partnerships among private industry, academia, and State and Federal Government, technology must be the catalyst to develop a national platform for American voters. Along with integrating biometrics to authenticate each registered voter for transparency and accountability, the platform provides depth in the e-voting infrastructure with emerging blockchain technologies. We outline the way voting process runs today with the challenges; states are having from funding to software development concerns. Additionally, we highlight attacks from malware infiltrations from off the shelf products made from factories from countries such as China. This paper illustrates a strategic level of voting challenges and modernizing processes that will enhance the voter's trust in America democracy.",10.1109/CIC.2018.00028,L. Carr; A. J. Newtson; J. Joshi
Towards 6G-Enabled Internet of Vehicles: Security and Privacy,2022,0,Topic_0_security_iot_city,0.8076271589880516,"The conceptualisation of the sixth generation of mobile wireless networks (6G) has already started with some potential disruptive technologies resonating as enablers for driving the emergence of a number of innovative applications. Particularly, 6G will be a prominent supporter for the evolution towards a truly Intelligent Transportation System and the realization of the Smart City concept by fulfilling the limitations of 5G, once vehicular networks are becoming highly dynamic and complex with stringent requirements on ultra-low latency, high reliability, and massive connections. More importantly, providing security and privacy to such critical systems should be a top priority as vulnerabilities can be catastrophic, thus there are huge concerns regarding data collected from sensors, people and their habits. In this paper, we provide a timely deliberation of the role that promissory 6G enabling technologies such as artificial intelligence, network softwarisation, network slicing, blockchain, edge computing, intelligent reflecting surfaces, backscatter communications, terahertz links, visible light communications, physical layer authentication, and cell-free massive multiple-input multiple-output (MIMO) will play on providing the expected level of security and privacy for the Internet of Vehicles.",10.1109/OJCOMS.2022.3143098,D. P. Moya Osorio; I. Ahmad; J. D. V. Sánchez; A. Gurtov; J. Scholliers; M. Kutila; P. Porambage
Converging Technologies for Safety Planning and Inspection Information System of Portable Firefighting Equipment,2020,0,Topic_0_security_iot_city,1.0,"Many construction workers are getting injured or killed in fires and explosion accidents each year. The workers are prone to severe fatal accidents due to unavailability of permanent firefighting system in many construction sites, thus they typically rely on portable firefighting equipment (PFE) to minimize fire damage. Many occupational health and safety agencies have developed safety regulations for PFE installation and monitoring in construction. However, in the traditional construction fire safety management process, the installation spots for PFE's are visually identified in a 2D floor plan and then top-down supervisory approach is used to inspect the active availability of the PFE's. Such manually operated conventional methods of PFE installation and monitoring are expensive, prone to manipulation, and do not provide sufficient motivation for voluntarily following fire safety policies. Therefore, this research study develops a fire safety rule-based PFE installation approach and proposes an alternative method for shifting the top-down inspection approach to the bottom-up voluntarily approach for convenient, transparent, and automated safety inspection information delivery. To validate the bottom-up approach concept, a visual language algorithm is initially developed for PFE installation planning system (PFE-IPS) in BIM, followed by an optical character recognition (OCR) and blockchain -based android application for safety inspection information system (SIIS). This article also presents two case studies to evaluate the feasibility and practicality of the developed systems. The proposed approach out-turn reduces the safety manager's manual efforts and burdens of government safety auditors while enhancing efficiency and reliability.",10.1109/ACCESS.2020.3039512,N. Khan; D. Lee; C. Baek; C. -S. Park
Acceptance Towards Digital Payments and Improvements in Cashless Payment Ecosystem,2020,0,Topic_0_security_iot_city,0.7489446440796547,"""Faceless, Paperless, Cashless"". ‘Digital India’ is a flagship programme of the Government of India that envisions India as a digitally empowered knowledge economy. As India emerges a global competitor in innovative population-scale payment systems, various digital payment methods have been introduced nation-wide, including Micro ATMs, Banking Cards, Internet Banking, UPI (Unified Payment Interface), Mobile Banking, and Mobile Wallets. However, the Indian economy identifies an unapparent barrier between the growth of Digital India and complete acceptance towards Digital Payment System. India’s present usage of cash as a payment mode can be measured in the terms of India’s cash to GDP (Gross Domestic Product) ratio of 11.4 percent, as of 2019, which is considerably higher than several other developing and developed countries. This also includes costs of cash, such as costs of printing, maintaining cash supply to ATMs, incurred interest and costs due to counterfeit currency, which round up to 10 to 30 percent of India’s GDP. This research studies prior literature and consumer behaviour via ground-level surveys and interviews. We also analyse the cryptic challenges faced by users belonging to different age groups towards complete acceptance of digital payments and modes. For instance, a significant proportion of digital users are minors which spurs the need of shared wallets to allow governed transactions by dependent users. Also, symmetric inter-app transactions, intelligent resolution for effective redressal, credible incentivisation, short-term loans, etc. are proposed. As an outcome, a more reliable, secure, and contemporary working model for a Digital Payment Wallet service using Blockchain Technology has been developed.",10.1109/INCET49848.2020.9154024,R. Gupta; C. Kapoor; J. Yadav
The New Concept of Guaranteeing Confidence in the E-Voting System,2020,2,Topic_2_voting_electronic_voting systems,0.6982179891908845,"There is no doubt about the urgency of ensuring trust in e-voting systems since elections without trust cannot be acceptable in a democratic society. To solve this problem, it was proposed to use blockchain technology, however, in voting systems this leads to significant delays in the execution of transactions, and the software solution is accessible only to a narrow circle of specialists, which clearly does not help to show confidence on the part of voters. This paper proposes a different approach, which is based on the widely available verification of all means and processes that may cause distrust in the accuracy of the vote count or in ensuring their confidentiality. We offer a solution to the problem of transparency of all hardware and software that cause distrust. Voting systems that use this approach are implemented in three leading Ukrainian universities for student elections to self-government bodies. The conceptual model of the e-voting system for state elections on the example of Ukraine is presented. Links to Internet resources are provided where you can not only get acquainted with the principles of building the system, but also conduct an experimental vote in Ukrainian, English or Russian. You can also copy and test e-voting server software on your computers.",10.1109/PICST51311.2020.9468012,Y. Khlaponin; V. Vyshniakov; M. Prygara; V. Poltorak
Framework for a Decentralized Web,2020,0,Topic_0_security_iot_city,0.582144766191045,"Over the past decade, we have witnessed the Internet becoming increasingly centralized in the hands of a small number of giant technology firms, that control many of the most popular applications and the content they host on their platforms. In addition, in the majority of instances today, access to the Internet is usually provided through local internet service providers (ISPs) in each country. Governments in different jurisdictions can exert pressure on these technology firms and ISPs to enforce restrictions on Internet usage by their citizens, such as the blocking access to certain sites and/or content. In this paper, we present a promising new approach to circumventing some of these issues. Our decentralized web (DWeb) proposal makes use of a mesh network to connect community based routers. In addition, objects on the DWeb are indexed using blockchain technology, which allows for secure storage of immutable object references, and integrity checking of the data being served to users. Our DWeb design is also capable of operating during network partitions, and is able to quickly re-synchronize with the larger network once connectivity has been restored. The proposed concept is simulated using ns-3, Multichain and Docker technologies. The performance of the system is analysed for different cache replacement strategies with a varying number of gateway nodes. The Popularity-based cache replacement algorithm outperforms the other studied strategies, which show it is the best-suited strategy for the DWeb architecture. In summary, DWeb solves issues like data integrity, centralization and controlled access to the Internet, and the overall framework exhibits fair performance in the studied simulated environment.",10.1109/ITNAC50341.2020.9315032,R. Singh; A. Donegan; H. Tewari
Hyperledger Technology in Public Organizations in Ecuador,2020,0,Topic_0_security_iot_city,0.8524074333795584,"The globalization of information has been present in several contexts and required in digital lathes with cutting-edge technology, both for private and public institutions. In Ecuador the need has been observed to invest in new technologies, in public institutions, be it education, in the electoral field or companies of other services. The objective was to analyze the benefits of Hyperledger technology in public institutions in Ecuador. The deductive method was used and a quantitative criterion was maintained, through the study of research papers that allowed a description of the use of said technology and its applicability in said organizations. The problem was oriented to the need to apply a technology that provides better processes and with greater security. It turned out that Hyperledger technology allowed us to work faster, reduce costs, environmentally friendly and provide greater security. It was concluded that the application of Blockchain Hyperledger technology provides a framework for public administrations, because it has improved the different transactions made, helped reduce fraud by applying encryption, minimized the possibility of error, and improved communication between government and citizen services.",10.1109/ICICT50521.2020.00052,S. M. Toapanta Toapanta; T. F. Prado Quintana; M. R. Maciel Arellano; L. E. Mafla Gallegos
Combating the Global Food Crisis with Agricultural Technologies: Potential Research Opportunities,2025,0,Topic_0_security_iot_city,1.0,"The ongoing global food crisis is exacerbated by rising food demand and dwindling natural resources. Combating this crisis requires interventions beyond government subsidies to sustain the agricultural sector. In this article, we discuss various agricultural technologies leveraging AI, drones, blockchain, mobile apps, and solar technology that can help smallholder farmers in developing countries gain access to financial resources, information, and knowledge about crop management, market selection, and fair selling processes. Although these technologies hold great promise, encouraging farmers to invest in and adopt them remains to be a major challenge. This challenge, in turn, creates future research opportunities for operations management researchers to explore.",10.1109/TEM.2025.3527690,C. S. Tang
AI-Powered Health Chatbot for Affordable Healthcare Access in Low-Income Communities,2025,1,Topic_1_healthcare_privacy_records,1.0,"Access to healthcare remains a major issue for economically disadvantaged families, primarily due to expensive medical services, insufficient healthcare facilities, and a lack of information about available government financial support. Artificial intelligence driven Chabots offer a promising approach by delivering personalized, affordable health guidance. This study introduces an Artificial Intelligence Chabot that combines Natural Language Processing (NLP) and Deep Learning (DL) techniques to examine user inputs, predict potential health conditions, and suggest budget-friendly treatment options. The system evaluates financial limitations and links users with affordable healthcare services. The research emphasizes the chatbot’s impact on enhancing healthcare accessibility and identifies opportunities for future improvements in low-income communities, including live doctor consultations and medical records secured through blockchain technology.",10.1109/ICOCT64433.2025.11118297,T. S; A. Kumar; P. K. K. C; V. G. B; N. B. M
IoT for Sustainable Development: Enhancing Environmental Efficiency and Resource Optimization,2025,0,Topic_0_security_iot_city,1.0,"Internet of Things (IoT) has recently become an innovative technology in the computing system that is expected to play a great role in achieving sustainable computing by conserving resources while minimizing the impact of the environment and increasing energy efficiency in different sectors. This survey focuses on IoT and sustainability, and presents important technologies, applications, and issues that define this rapidly developing domain. This paper explores Smart Cities, Smart Agriculture, Green Data Centers, and Environmental Monitoring that is supported by IoT devices and their ability to enhance the utilization of energy through the use of low energy sensing and communication. The survey also discusses the limitations of energy usage, expansiveness, security, and compatibility that make IoT green solutions difficult to adopt. In addition, it examines the future directions such as the integration of AI and IoT, development of edge computing, the use of blockchain for green IoT, and the application of quantum computing in addressing the energy problems. In conclusion, the paper presents the call for more interdisciplinary research and cooperation between the academia, the industry and governments towards the creation of a more sustainable IoT environment.",10.1109/ICTMIM65579.2025.10988004,L. C. Jaffrin; T. Nithya; R. V; S. J; J. Divya; S. S. R
Enhancing Fraud Detection in Financial Transactions: A Bio-Inspired Fine-Tuned CatBoost Approach,2025,0,Topic_0_security_iot_city,1.0,"Financial institutions and individuals alike are vulnerable to the growing number and sophistication of fraudulent operations in today’s digital financial ecosystem. The most recent research from the Organised Crime and Corruption Reporting Project (OCCRP) estimates that global financial crimes in 2023 caused damages of $31 trillion. The integrity and equity of the international monetary system are gravely endangered by these transgressions, which encompass embezzlement, tax evasion, illicit trade, and money laundering. Governments and financial institutions have tried to limit these activities, but criminals still use developing technology like cryptocurrencies and intricate financial networks to avoid discovery. Using the CatBoost algorithm that has been fine-tuned in conjunction with the Cat Swarm Updated Black Widow (CSU-BW) optimisation model, this study suggests a hybrid fraud detection approach to tackle these difficulties. For reliable and scalable fraud detection, the CatBoost algorithm is used as the main classification model because of its proficiency with categorical data. The CSU-BW fine-tuner is a bio-inspired hybrid optimisation method that optimises hyperparameters and improves feature selection to promote classification accuracy. It is introduced to enhance performance. To compare the suggested model to more conventional machine learning algorithms and test it on datasets of actual financial transactions. A number of important performance metrics, score, were outperformed by conventional methods in the experiments conducted by CSU-BW on the CatBoost model. Confusion matrix analysis adds credence to its credibility as a technique for detecting financial fraud by confirming its high true positive rate and low false positive rate. This research introduces a high-performance, scalable fraud detection model that can adjust to new fraud trends by combining bio-inspired optimisation with sophisticated ensemble learning. Increased confidence in digital financial transactions, reduced risk of financial loss, and improved security are all goals of the suggested approach. Additional ways to enhance financial institutions’ fraud protection tactics can be investigated in future studies through the use of adaptive learning mechanisms, blockchain integration, and real-time fraud detection.",10.1109/ICoICC64033.2025.11052066,N. Jetty; P. V; S. Pattanaik; M. Aich
A Depth Analysis of Cryptocurrency's Role and Risks in Modern Finance: In Respective of Security Aspects,2025,0,Topic_0_security_iot_city,1.0,"The rise of cryptocurrencies has become revolutionary in modern financial landscape. It has been introduced decentralized or peer to peer transaction system which doesn't need the intermediaries such as banks or governments. In this chapter we delve into the multifaceted security aspects related to cryptocurrency both its inherent and potential risks. Initially the chapter outlines the fundamental concepts of block chain technology, under which all cryptocurrencies are underpinned and emphasized on the transparency and immutability. It also critically examined the various security aspects employed by cryptocurrencies which includes cryptographic algorithms, consensus protocols like proof of work and proof of stake and wallet security features. Despite this advancement, the chapter also highlights significant vulnerabilities like susceptibility to cyber-attacks, hacking and phishing incidents and the challenges of securing private keys. In this chapter only secondary data has been used. The overall research was done by going through so many different research paper related to cryptocurrencies and blockchain technology used in it. It also includes why and How security concerns are prime in cryptocurrency and what are the risk associated with investment in cryptocurrencies. In other words, this study explores the role and risk of modern finance especially in cryptocurrency.",10.1109/INCIP64058.2025.11020348,P. Devi; H. Nain; Jaiprakash; V. Kumar
AWS and Cloud Data Center Security: Challenges and Mitigation Strategies,2025,0,Topic_0_security_iot_city,0.9672971461058998,"Amazon Web Services is a leader in cloud solutions, but its broad use has created substantial security threats. These include cyber threats, misconfigurations, data breaches, insecure APIs, and risks associated with publicly available AMIs. Furthermore, regulatory compliance issues in industries such as finance, healthcare, and government impede secure operations. Despite AWS's comprehensive security tools, there are still gaps in determining the effectiveness of mitigating actions for these vulnerabilities. This study investigates these difficulties, identifies their core causes, and evaluates the current risk-mitigation measures used in AWS systems. The study assesses various methods, including encryption, multi-factor authentication, intrusion detection system, and AI-driven threat detection. It also looks into emerging ways for proactively managing hazards, such as combining blockchain technology with adaptive machine learning algorithms. This research aims to identify the main security concerns that AWS faces, evaluate the efficiency of current solutions, and investigate innovative riskmanagement measures. The purpose is to identify major threats, assess how well current measures address them, and give actionable suggestions to IT experts. The research aims to improve AWS security standards by combining theoretical insights with real-world implementations, opening the way for resilient and flexible cloud systems that meet the demands of an increasingly digital world.",10.1109/MIPRO65660.2025.11132062,G. Ajvazi; J. Ajdari; X. Zenuni
"The Evolving Landscape of Network Threats: Classification, Defense Challenges, and Future Directions",2025,0,Topic_0_security_iot_city,0.9703592331950156,"Cybersecurity threats have evolved at an unprecedented pace, posing significant challenges to individuals, organizations, and government institutions. This research addresses the critical issue of the growing sophistication and diversity of network attacks, which exploit vulnerabilities in both conventional and modern digital systems. Through a comprehensive investigation, It gives the the detailed classification of network attacks, analyzing their operational methods, impacts, and corresponding defense mechanisms. This research highlights the limitations of traditional security measures in combating advanced threats such as malware, phishing, ransomware, and Advanced Persistent Threats. It also identifies key defensive challenges, including the need for adaptive and scalable solutions, and explores the transformative potential of Machine Learning (ML) and Artificial Intelligence (AI) in enhancing threat detection and prevention. The outcomes of this work include a systematic taxonomy of network attacks, an evaluation of emerging defense technologies (e.g., blockchain, Zero Trust models), and actionable recommendations for future research to strengthen cybersecurity resilience.",10.1109/ICCMC65190.2025.11140963,N. Roy; R. G. Tiwari; S. Roy; A. K. Agarwal; A. Garg; N. Gupta
HES: An Effective Homomorphic Encryption-Based Scheme for Data Quality Verification in Data Trading,2025,0,Topic_0_security_iot_city,0.611727465110609,"The digital economy is one of the most dynamic, fastest growing, and impactful domains in modern economic development. To fully exploit the potential value of data as an economic resource, many governments have implemented policies to encourage and regulate data circulation and Trade. However, current mechanisms for data circulation and transactions lack an effective approach for assessing data quality. This deficiency leads to inefficient data utilization and hinders the realization of its full economic value. This article proposes a decentralized homomorphic encryption-based scheme (HES) for data quality verification in data transactions, leveraging blockchain and cryptographic techniques. The proposed method introduces a data provenance token, which represents the original data, and employs cryptographic techniques to implement a zero-knowledge verification mechanism. This mechanism enables the verification of both the content and quality of the data while preserving data privacy. Buyers can verify datasets without accessing specific content or involving third-party intermediaries. In this decentralized framework, buyers can independently verify whether a dataset meets their requirements based solely on its content and quality metrics. Experimental results demonstrate that this approach effectively resolves the challenge of establishing data quality consensus in decentralized scenarios, enabling swift agreement between buyers and sellers on data quality. By doing so, it facilitates the circulation and trading of data assets, unlocking their value, and promoting economic growth. The findings provide a reliable and privacy-preserving data quality consensus mechanism for data transactions participants.",10.1109/JIOT.2025.3575580,H. Si; S. Wang; Y. Zhao; W. Chen; N. N. Xiong; Y. Qi; R. Yared; M. Li
Analysis of the Cryptocurrency Adoption Decision: Literature Review,2019,0,Topic_0_security_iot_city,0.9551483300193379,"Cryptocurrency is a recent and significant innovation in the financial industry. The goal is to offer a currency that is not tied, created, or backed by a government. Cryptocurrency use the Blockchain technology as the financial platform. Cryptocurrency adoption level has increased, and the market has grown dramatically. There have not been enough literature investigating the adoption and acceptance of the cryptocurrency by users. The aim of this paper is to fill the gap in the current literature by investigating the current cryptocurrency adoption level, adoption-influencing factors, providing an in-depth analysis of these factors and discussing some pitfalls surrounding the cryptocurrency adoption. We believe that despite the difficulty to find out an accurate number of cryptocurrency users, a good estimate can be made by studying the number of cryptocurrency exchange sites' users. In addition, the paper suggests that the main factors driving the adoption decision revealed from the literature review are the investment opportunity cryptocurrency forms, the anonymity of the transactions and privacy, the acceptance by businesses as a payment method, the fast transfer of funds, the low cost of transactions, and technological curiosity. The research findings help researchers, regulators, and cryptocurrency developers to better understand their consumer's intention toward cryptocurrency adoption.",10.23919/PICMET.2019.8893819,S. Alzahrani; T. U. Daim
A real-time architecture for collaborative IoT applications in urban water management,2019,0,Topic_0_security_iot_city,0.8037145531337776,"As democracy is seen as the best form of government to date, we consider that a similar approach should be taken in the case of the society of machines that begins to take shape in the context of Industry 4.0. For this matter, we propose a real-time architecture that allows for collaborative interaction between machines in IoT applications. The proposed solution aims to find the middle ground between the performance of centralized systems and the fully decentralized nature of Blockchain systems, while ensuring high reliability and autonomous operation. While the data storage and communication channel is handled by the central authority, the interaction and decision making is governed exclusively by end nodes. The system is designed based on a modern, push-based architecture and allows for exchanging messages as well as keeping track of the real-time status of end nodes. In the context of urban water management, the applications range from decentralized sensor networks to mobile robots.",10.1109/ICSTCC.2019.8885509,A. Predescu; M. Mocanu; C. Lupu; A. Bercovici
A Survey on Digital Certificates Approaches for the COVID-19 Pandemic,2021,1,Topic_1_healthcare_privacy_records,1.0,"Digital COVID-19 certificates serve as reliable proof that an individual was vaccinated, tested negative, or healed from COVID-19, facilitating health, occupational, educational, and travel activities during the pandemic. This paper contributes the first to our knowledge state-of-the-art and holistic review of this ecosystem, attempting to answer the following questions: 1) is there a harmonization among academia, organizations, and governments in terms of the certificate deployment technology?; 2) what is the proliferation of such schemes worldwide and how similar are they?; 3) are smartphone applications that accompany such schemes privacy-preserving from an end-user’s perspective? To respond to these questions, a four-tier approach is followed: (a) we scrutinize the so far academic works suggesting some type of digital certificate, highlighting common characteristics and weaknesses; (b) we constructively report on the different initiatives proposed by organizations or alliances; (c) we briefly review 54 country initiatives around the globe; and (d) we analyze both statically and dynamically all official Android smartphone applications offered for such certificates to reveal possible hiccups affecting the security or privacy of the end-user. From a bird’s eye view, the great majority of the proposed or developed schemes follow either the blockchain model or the asymmetric cryptosystem, the spread of schemes especially in Europe and partly in Asia is high, some degree of distinctiveness among the relevant schemes developed by countries does exist, and there are substantial variations regarding the privacy level of the applications between Europe on the one hand and Asia and America on the other.",10.1109/ACCESS.2021.3117781,G. Karopoulos; J. L. Hernandez-Ramos; V. Kouliaridis; G. Kambourakis
Federated Learning with Differential Privacy for Resilient Vehicular Cyber Physical Systems,2021,0,Topic_0_security_iot_city,0.9416166043294103,"Vehicular cyber physical systems (VCPS) will play a vital role in the quest to develop intelligent transportation systems (ITS) and smart cities around the world. Consequently, researchers in academia, industry and government continue to leverage on emerging technologies like software defined networking (SDN), blockchain, cloud computing and machine learning (ML) to improve the overall efficiency of these intelligent systems. Recently, mobile edge computing (MEC) has been used to enhance content caching and efficient resource allocation and therefore advance the development of data-intensive and delay-constrained applications that improve the driving experience in VCPS. Security and privacy concerns that endanger the safety of lives and infrastructure necessitate the need to use federated learning (FL), a distributed ML algorithm that employs learning at the edge to ensure that data remains at the different vehicles and thus enhance greater efficiency. In this paper therefore, we propose the use of FL, together with differential privacy to improve the resiliency of VCPS to adversarial attacks in connected vehicles.",10.1109/CCNC49032.2021.9369480,F. O. Olowononi; D. B. Rawat; C. Liu
"Towards 6G Communications: Architecture, Challenges, and Future Directions",2021,0,Topic_0_security_iot_city,0.8035648181044706,"The cellular network standard is gradually stepping towards the 6th Generation (6G). In 6G, the pioneering and exclusive features, such as creating connectivity even in space and under water, are attracting Governments, organizations and researchers to spend time, money, effort extensively in this area. In the direction of intelligent network management and distributed secured systems, Artificial Intelligence (AI) and blockchain are going to form the backbone of 6G, respectively. However, there is a need for the study of the 6G architecture and technology, such that researchers can identify the scopes of improvement in 6G. Therefore, in this survey, we discuss the primary requirements of 6G along with its overall architecture and technological aspects. We also highlight crucial challenges and future research directions in 6G networks, which can lead to the successful practical implementation of 6G, as per the objective of its introduction in next generation cellular networks.",10.1109/ICCCNT51525.2021.9580084,P. Mitra; R. Bhattacharjee; T. Chatterjee; S. De; R. Karmakar; A. Ghosh; T. Adhikari
CoviReader: Using IOTA and QR Code Technology to Control Epidemic Diseases across the US,2021,1,Topic_1_healthcare_privacy_records,1.0,"Despite all scientific advancements, the spread of infectious diseases continue to pose a significant challenge to the health and prosperity of our society. Therefore, the prevention and control of infectious diseases that have the potential of becoming global threats is a central priority of public health. However, the silent emergence and uncontrolled global spread of the novel virus called SARS-Cov-2 has proven that neither governments nor healthcare systems are prepared to respond to a pandemic. As an example, the coming of the coronavirus (COVID-19) has not only disrupted economies and collapsed healthcare systems, but also filled hospitals and separated people from their families and work across the globe. While the outbreak originated in China, the pandemic's epicenter moved to the US, which has more cases than any country in the world (New York accounted for nearly more than one-third of the country's coronavirus infections). As the US continues to adapt its response to the evolving situation of the virus, the nation's coronavirus pandemic has highlighted many practical uses for blockchain-based applications. Motivated by this, we present a solution for fighting the coronavirus outbreak - and future pandemic outbreaks - in the US using IOTA and QR code technology. In this paper, we propose CoviReader: a decentralized healthcare management system that shares user's data anonymously. The system is built on the IOTA tangle platform and provides users detailed, unchangeable, and easy access to their personal information. CoviReader handles authentication, confidentiality, transparency and data sharing (with crucial considerations when revising confidential information). Users interact with IOTA's tangle via a mobile application which holds a FIREBASE database. The purpose of this short paper is to demonstrate a working prototype by which we assess and analyze strategies for mitigating the consequences of the COVID-19 health crisis in the US.",10.1109/CCWC51732.2021.9376093,B. Cisneros; J. Ye; C. H. Park; Y. Kim
Digital Health for the post-COVID-19 Pandemic in India: Emerging Technologies for Healthcare,2021,1,Topic_1_healthcare_privacy_records,0.9768386371270381,"COVID-19 has led to unprecedented utilization of digital solutions to combat the pandemic. The purpose of the current article is to present an overview of digital technology adoption to handle COVID in the country and to explore the challenges in its continuous adoption in the current post-COVID era. This work is based on the articles, news and reports collected from literature databases like Pubmed, Ebsco, news reports, and blog and government websites. The results suggest that every aspect from successful identification of the genome component of the virus, timely detection of outbreak, monitoring, containment, risk assessment, prediction, development of vaccines to dissemination of knowledge and information related to COVID-19 is targeted through use of digital tools. Emerging technologies like Artificial Intelligence, Robotics, Artificial Intelligence of Things (AIoT), Blockchain are the focus of innovations. Telemedicine is being used increasingly for consulting. Migrant population, lack of bandwidth, infrastructure, lack of scalability and sustainability of the digital solutions, unavailability of timely information are some of the challenges to adoption. Despite the barriers and challenges, there is still a vast opportunity for the leveraging technology to combat COVID-19 spread in the country with National Digital Health Mission (NDHM), Atma Nirbhar Bharat Scheme and booming entrepreneurship models. Moreover the learnings from COVID should be utilized for improving health outcomes in the post-pandemic era.",,A. Ramachandran; S. N. Sarbadhikari
Federated Learning Model for Healthchain System,2021,0,Topic_0_security_iot_city,1.0,"Global pandemic has emphasized the need for healthcare information processing capabilities even while pushing data privacy, openness, and consent to the forefront. The pandemic has revealed the limitations of employing existing digital healthcare technology to handle public health emergencies. As a result of the pandemic scenario, research institutes and governments have been compelled to reconsider healthcare delivery methods in order to maintain service continuity. Researchers have been looking at ways to improve the digital health workflow with disruptions such as decentralized artificial system. Disintermediate blockchain technology and federated learning are powerful solutions that can address these problems. The federated learning technique which enables data to be shared for better predictions while maintaining data openness based on authentication. Thus, to attain high accuracy in prediction and to enhance the security and privacy in healthcare, a disintermediate intelligent system is investigated with advanced learning model called federated learning model.",10.1109/ICRAIE52900.2021.9703948,R. Durga; E. Poovammal
Recovery System using SDN Technology for Cyber Attack Solution,2021,0,Topic_0_security_iot_city,1.0,"Corporate organizations, governments and public services seek to protect their valuable assets such as databases from cyberattacks. Attacks on security systems allow breaches, theft, and manipulation of data. Therefore, a system is needed to reduce vulnerabilities and threats. The security model implemented is the implementation of laws that guarantee data protection, blockchain, and authentication. This study offers designers a recovery system prototype that uses network management based on Software-Defined Networking (SDN) technology. The SDN technology applied is Ryu Controller, which allows access to specific databases in a specially programmed network. This research phase begins with needs analysis, virtual environment, examination, analysis, and cyber-attack testing. The results obtained in this study successfully implemented a recovery system with a total time for backing up four servers in one period was ±90 minutes, and the recovery time was ±90 minutes. Based on this, this research is fit for the purpose and can be used to reduce cyberattacks.",10.23919/EECSI53397.2021.9624278,R. Umar; R. S. Kusuma
"Connected Medical Kiosks to Counter COVID-19: Needs, Architecture & Design Guidelines",2021,1,Topic_1_healthcare_privacy_records,1.0,"In several countries, the connected systems and especially the Internet of Medical Things (IoMT) based systems has been deployed with other advanced technologies to counter and to mitigate the spread of the coronavirus disease 2019 known as (COVID-19) and to smooth the severity of the pandemic. Accordingly, many IoMT-based systems merged with the use of blockchain, artificial intelligence and big data analytics proposed and adopted by diverse countries and governments to counter COVID-19 pandemic. In this context, this paper highlights the needs, the architecture, the design guidelines and the provided services related to our proposed system named (CMK-COVID: Connected Medical Kiosks to Counter COVID-19). Besides that, this paper offers useful insights into the literature related IoMT-based solutions countering COVID-19.",10.1109/IWCMC51323.2021.9498816,L. C. Fourati; S. Rekhis; S. Ayed; M. Jmaiel
Emerging Technologies of Industry 4.0: Challenges and Opportunities,2022,0,Topic_0_security_iot_city,1.0,"Industry 4.0 is beyond change and transformation but a comprehensive revolution that accelerates scientific and technological progress, which has led to great functionality of emerging technologies in which the artificial intelligence (AI), Internet of Things (IoT) and other supporting technologies serve as backbones for upgrading industrial chains. These have gained popularity over the years and known for far-reaching transformation, especially where complex systems are involved. They are known for synchronization and speed in the new digitalization era and globalized milieu. However, developing countries are still besieged in terms of meeting up with the current technologies. This article is an exposition to the emerging technologies of the fourth industrial revolution. The first section of this study gives a brief overview of Industry 4.0. Secondly, the emerging technologies of Industry 4.0 are further discussed, which include the Internet of things, blockchain, Fifth Generation Wireless Communications Technologies (5G), 3D Printing, biometrics, Virtual and Augmented Reality, Big data, Cloud Computing, Biometrics, Nanotechnology, biotechnology, smart factory, and others are discussed. Finally, the challenges and opportunities of the industry 4.0 technologies are discussed. The findings of this review would be beneficial to strategic and operational experts in industries, academia, stakeholders and government. Electronic document is a “live” template and already defines the components of your paper [title, text, heads, etc.] in its style sheet.",10.1109/icABCD54961.2022.9856002,M. O. Okwu; L. K. Tartibu; C. Maware; D. R. Enarevba; J. O. Afenogho; A. Essien
