Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
JUDQE2T5,journalArticle,2023,"Escorcia Hernández, Jhon Ricardo; Torabi Moghadam, Sara; Sharifi, Ayyoob; Lombardi, Patrizia","Cities in the times of COVID-19: Trends, impacts, and challenges for urban sustainability and resilience",Journal of Cleaner Production,,0959-6526,10.1016/j.jclepro.2023.139735,https://www.sciencedirect.com/science/article/pii/S0959652623038933,"Since the beginning of the COVID-19 outbreak, understanding its impacts on cities has received much attention in science and policy circles. This paper systematically reviews the literature on the interface of the pandemic and urban sustainability. The objective is to portray the impacts brought by the COVID-19 outbreak in urban environments within the sustainability framework and to detect trends and challenges for future research. The paper follows a methodology that integrates both bibliometric and systematic review approaches. The first approach relies on bibliometric analysis to provide an overview of the landscape of main trends on this nexus. The second approach presents a content analysis that deepens the work by outlining the impacts of the pandemic and the challenges that emerged on five different key topics for urban sustainability. The role of resilient urban planning is discussed as an integrative concept to face diverse challenges in the construction of sustainable cities in a post-pandemic scenario. Likewise, the study deliberates on future research topics related to resilient urban planning, social equity, healthy urban environments, sustainable mobility, and circular economy. This review serves as a guide for researchers and urban planners to understand emerging challenges and future research trends in urban sustainability.",2023-12-20,2025-10-16 11:51:07,2025-10-16 11:51:07,,139735,,,432,,Journal of Cleaner Production,,,,,,,,,,,,,,,,,,,COVID-19; Literature review; Post-pandemic; Resilient urban planning; Sustainable cities; Urban sustainability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33STKMEL,journalArticle,2023,"Lei, Chun Fong; Ngai, Eric W.T.","Blockchain from the information systems perspective: Literature review, synthesis, and directions for future research",Information & Management,,0378-7206,10.1016/j.im.2023.103856,https://www.sciencedirect.com/science/article/pii/S0378720623001040,"This paper profiled blockchain studies in information systems (IS) journals from 2016 to 2022. Drawing on the 443 selected articles from 77 IS journals, we proposed a classification scheme from the IS perspective. Current blockchain articles are highly skewed, focusing on research agendas and system design. We proposed a theoretical framework by summarizing the current status of the blockchain literature and highlighting 15 future research questions for the IS research community. We are optimistic that the proposed framework and future research questions can guide blockchain research and advance its scale and impact.",2023-11-01,2025-10-16 11:51:07,2025-10-16 11:51:07,,103856,,7,60,,Information & Management,,,,,,,,,,,,,,,,,,,Blockchain literature review; Information systems; Research framework; Systematic literature review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4ZL3HZQG,journalArticle,2025,"Simone, Cristina; Laudando, Antonio; Scardini, Silvia",Digital platform ecosystems: A systemic view of power wielded by the platform orchestrators over complementors,Industrial Marketing Management,,0019-8501,10.1016/j.indmarman.2025.10.001,https://www.sciencedirect.com/science/article/pii/S0019850125001361,"In the rising shaped-by-platforms landscape, increasing power has been concentrated in the hands of a few dominant digital platform orchestrators. This growing dominance has brought the issue of power asymmetries between platform orchestrators and complementors to the forefront of economic and managerial literature. Although most studies attribute the dominant position of platform orchestrators primarily to their economic power, it represents only one source of a broader multidimensional power. This study unveils a critical literature gap: the lack of systemic frameworks enlightening the multiple sources of the platform orchestrators' power. The research addresses this gap, adopting the systems thinking perspective that enables to enrich literature in two ways: first, to move beyond a monolithic definition of the platform orchestrator's power by identifying three different sources from which it emerges (economic, technological and regulatory); and second, to integrate the static view of platform orchestrators' power by enlightening how each source affects the other according to recursive interdependent feedback loops. The originality of this work is double: 1) it provides an insightful taxonomy of the three main sources of the platform orchestrator's power; 2) it develops a 3 × 3 matrix shedding light on the interdependences and feedback loops among the three sources of power.",2025-11-01,2025-10-16 11:51:07,2025-10-16 11:51:07,,31-45,,,131,,Industrial Marketing Management,,,,,,,,,,,,,,,,,,,Business relationships; Complementors; Digital platform ecosystems; Platform orchestrator; Power; Systems thinking perspective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIFQBFRX,journalArticle,2023,"Jatobá, Mariana Namen; Ferreira, João J.; Fernandes, Paula Odete; Teixeira, João Paulo",Intelligent human resources for the adoption of artificial intelligence: a systematic literature review,Journal of Organizational Change Management,,0953-4814,10.1108/JOCM-03-2022-0075,https://www.sciencedirect.com/science/article/pii/S0953481423001409,"Purpose This study is dedicated to critically analysing research addressing human resource management (HRM) and the adoption of artificial intelligence (AI) with the purpose of driving development in the field of human resources (HR) at the strategic and managerial level. Design/methodology/approach A systematic literature review (SLR) was conducted using the Scopus database, which gathered 61 articles between 2002 and 2022. The SLR process has the potential to, in addition to generating knowledge and theories, support and guide policy development and practice in many disciplines. Findings The results of this study allowed the author to identify three main conclusions: (a) there are four thematic clusters – (i) Strategic HR and AI, (ii) Recruitment and AI, (iii) Training and AI and (iv) Future of work; (b) there is a growing academic interest in studying the implementation of AI to develop the HR sector and (c) the application of AI stands out in the strategic HR and AI cluster as a means of achieving profit maximisation and the overall development of the organisation. Originality/value This study is the first SLR to present a strategic and managerial view on AI applications associated with specific HRM dimensions. The study is also the first SLR to identify key trends in the literature, drivers and obstacles to the development of AI in HRM and then place them within the landscape of positive and negative approaches in a framework. Also, as a contribution, the study has practical implications for HR managers and practitioners in adopting AI as a decision support in the area's processes.",2023-08-11,2025-10-16 11:51:07,2025-10-16 11:51:07,,1099-1124,,7,36,,Journal of Organizational Change Management,,,,,,,,,,,,,,,,,,,Artificial intelligence; Disruptive technologies; Future of work; Human resources; Systematic literature review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDSCMHVD,journalArticle,2024,"Ochieng, Irene Achieng",Factors influencing digital platform firms internationalization: A review and research agenda,Journal of Digital Economy,,2773-0670,10.1016/j.jdec.2025.04.003,https://www.sciencedirect.com/science/article/pii/S277306702500010X,"Over the years, digital platforms have been a focus for international business scholars, especially those who see them as bringing nuances not seen in other firm types. Extensive reviews focusing on the internationalization of digital platforms are very few. There is no comprehensive review focusing on the factors influencing the internationalization of digital platforms. This paper critically reviews studies on the internationalization of digital platforms to identify factors affecting their internationalization. It also aims to identify research gaps and prepare future research agendas. A systematic literature review method guided by the TCCM approach was used for this review. The findings indicate that the category (proactive or reactive) of digital platforms, the ecosystem they belong to, and the region of operation are a starting point to determine the factors that influence internationalization. Secondly, the business model and, subsequently, the type of digital platform firm are crucial in understanding the internationalization dynamics of the firms. Thirdly, there are several under-explored research areas that provide potential for theory development and extension.",2024-12-01,2025-10-16 11:51:07,2025-10-16 11:51:07,,223-239,,,3,,Journal of Digital Economy,,,,,,,,,,,,,,,,,,,Business model; Digital platforms; International business; Literature review; TCCM approach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XZTK2UU4,journalArticle,2018,"Klein, Johannes; Araos, Malcolm; Karimo, Aasa; Heikkinen, Milja; Ylä-Anttila, Tuomas; Juhola, Sirkku",The role of the private sector and citizens in urban climate change adaptation: Evidence from a global assessment of large cities,Global Environmental Change,,0959-3780,10.1016/j.gloenvcha.2018.09.012,https://www.sciencedirect.com/science/article/pii/S0959378018306563,"Expectations of cooperation between local authorities, the private sector, and citizens in climate change adaptation in cities are high because involvement of many actors is seen as critical to success. Scholars and policymakers argue that the private sector could be more efficient than the public authorities in implementing adaptation measures and argue for the need to engage citizens to ensure legitimacy of adaptation and inclusion of locally relevant knowledge. To what extent do cities address the private sector and citizens in their adaptation initiatives? What modes of governance do they use to do this? What kinds of cities are the most likely to address the private sector and citizens? Going beyond the existing case study approaches, this paper answers these questions using a large N data set covering 402 cities around the world. We find that a majority of adaptation initiatives focus exclusively on the public sector and do not address the private sector or citizens. In the cases where they do, the private sector is more often governed through partnerships and participation, whereas citizen participation is relatively rare. Initiatives involving citizens rely more often on a provision of information that encourages citizens to adapt. We find that the more advanced a city is in its adaptation process, the more likely it is to address the private sector than citizens in its initiatives to adapt to climate change. Whereas with partnerships and participation the private sector can influence urban adaptation arrangements at a broader scale, the provision of information allows citizens only to implement individual adaptation measures according to their capacities.",2018-11-01,2025-10-16 11:51:07,2025-10-16 11:51:07,,127-136,,,53,,Global Environmental Change,,,,,,,,,,,,,,,,,,,Cities; Citizens; Climate change adaptation; Governance; Private sector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B7NP5GDJ,journalArticle,2025,"Kumar, Gulab; Sharma, Dipanker; Bhardwaj, Bhawana",The future of work and education in AI-driven innovative systems: A systematic literature review and lexicometric analysis,The International Journal of Management Education,,1472-8117,10.1016/j.ijme.2025.101221,https://www.sciencedirect.com/science/article/pii/S1472811725000916,"Purpose The present study aims to analyze the impact of AI-driven innovative systems on work and education by exploring available literature settings covering variables such as artificial intelligence, innovation, work, and education (AIWE), as well as examining the collective domain of AIWE through applied theories, contextual settings, and methodology. Additionally, it considers potential directions for future AIWE research. Design/methodology/approach This study conducts a lexicometric analysis of 146 literature along with a systematic literature review of 64 studies published from 1997 to 2024 to comprehensively explore the collective domain of AIWE. It examines prevalent topics of study, publication status, citation patterns, as well as elements of the theory-context-method and antecedents-decisions-outcomes framework used in the field of AIWE research. Findings The current review highlights crucial insights for educational authorities, managers, and policymakers to address challenges posed by technological advancements. Numerous theoretical frameworks, contextual elements, applied methodologies as well as factors such as antecedents, decisions, and consequences have been identified. The review contributes to the field of AIWE domain by offering a comprehensive analysis of more than two decades and provides valuable insights to guide future research toward future preparedness within regional innovation systems. Originality/value Our article emphasizes the need for further study by presenting a structured review of the collective domain AIWE research. It helps stakeholders of territorial innovation systems to develop strategies to prepare academic institutions and the workforce for an AI-driven future, guide future research, and provide practical information on the factors and fundamentals of the domain of AIWE.",2025-12-01,2025-10-16 11:51:07,2025-10-16 11:51:07,,101221,,3,23,,The International Journal of Management Education,,,,,,,,,,,,,,,,,,,Artificial intelligence; Education; Innovation; Literature review; Territorial innovation systems; Work,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G9EHIEIM,journalArticle,2025,"Yildizbasi, Abdullah; Celik, Salim Eray; Arioz, Yagmur; Chen, Zhuowen; Sun, Lihua; Ozturk, Cihat",Exploring the synergy between circular economy and emerging technologies for transportation infrastructure: A systematic literature review,Journal of Cleaner Production,,0959-6526,10.1016/j.jclepro.2024.144553,https://www.sciencedirect.com/science/article/pii/S0959652624040022,"The urgent need to mitigate greenhouse gas emissions, particularly from the transportation sector, a major contributor to environmental degradation, underscores the necessity for transitioning to sustainable, resource-efficient systems. Circular economy (CE) principles provide a promising framework by emphasizing resource optimization, waste reduction, and the extension of asset life cycles while emerging digital technologies such as the Internet of Things (IoT), artificial intelligence (AI), blockchain, and 3D printing are instrumental in driving this transition by enhancing resource flow optimization, predictive maintenance, and real-time decision-making. This study uses the PRISMA methodology to critically analyze the existing literature and propose a theory-supported framework through a systematic literature review. The conceptual framework and theoretical propositions present the triad interaction between circular economy (CE) practices and digital technologies within the context of transportation infrastructure. This integration of relevant theories is key to enhancing practical applications for improved efficiency, while also promoting circular economy practices in transportation using these technologies. This study provides a foundation for future research and practical applications, contributing to a more sustainable and resource-efficient transportation sector. Furthermore, it expands the understanding of how digital technologies can support the circular economy in transportation infrastructure—an area that has so far received limited academic attention.",2025-01-01,2025-10-16 11:51:07,2025-10-16 11:51:07,,144553,,,486,,Journal of Cleaner Production,,,,,,,,,,,,,,,,,,,Circular economy; Digitalization; Emerging technologies; Infrastructure; Transportation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8UGLRTU7,journalArticle,2021,"Balasubramanian, Sreejith; Shukla, Vinaya; Sethi, Jaspreet Singh; Islam, Nazrul; Saloum, Roy",A readiness assessment framework for Blockchain adoption: A healthcare case study,Technological Forecasting and Social Change,,0040-1625,10.1016/j.techfore.2020.120536,https://www.sciencedirect.com/science/article/pii/S0040162520313627,"Blockchain technology has been gaining traction across different sectors. It has the potential to immensely benefit the healthcare sector, given the sector's inherent complexities, problems, and inefficiencies. However, to date, no comprehensive, evidence-based effort has been made to understand the readiness of this sector for blockchain adoption. We proposed a readiness assessment framework that encompasses the complex interplay of different underlying factors, social structures, and institutional mechanisms and that covers all key stakeholders. Based on a systematic literature review, the framework is applied to the UAE's healthcare sector and its applicability and usefulness is established. The findings show the multifaceted significance of government readiness in driving blockchain initiatives. Large firms are found to be more willing to leverage the opportunities afforded by blockchain. Lack of clarity on blockchain regulations and laws, and issues pertaining to privacy and trust are found to affect the readiness of all stakeholders. The proposed framework and the study's findings will be useful in guiding policy interventions and developing support mechanisms to strengthen areas related to blockchain adoption.",2021-04-01,2025-10-16 11:51:07,2025-10-16 11:51:07,,120536,,,165,,Technological Forecasting and Social Change,,,,,,,,,,,,,,,,,,,Blockchain; Case study; Covid-19; Healthcare; Readiness assessment framework; Stakeholder; UAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THQCPNT5,journalArticle,2022,"Xu, Xiaoyan; Chung, Sai-Ho; Lo, Chris K.Y.; Yeung, Andy C.L.","Sustainable supply chain management with NGOs, NPOs, and charity organizations: A systematic review and research agenda",Transportation Research Part E: Logistics and Transportation Review,,1366-5545,10.1016/j.tre.2022.102822,https://www.sciencedirect.com/science/article/pii/S1366554522002095,"With the gradually increased awareness of sustainability development, external organizations, including non-governmental organizations (NGOs), non-profit organizations (NPOs), and charity organizations, play an increasingly crucial role in sustainable supply chain management (SSCM). The participation of external organizations not only helps the firms to improve reputation, but also regulates and improves their SSCM. Based on this motivation, we identify the major research domains and examine each domain's evolution by using the objective review methods, including Citation Network Analysis and Main Path Analysis in this literature review paper. Five research domains are recognized, namely, “sustainable supply chain framework design”, “supply chain coordination/collaboration”, “closed-loop supply chain”, “regulation”, and “subsidy and donation”. We review the most influential papers in each research domain to show the evolution of these studies. Based on our review findings, we successfully propose four future research agendas with eight specific issues and innovatively establish a new research framework. The outputs of this review paper can guide the researchers on future search topics and contribute to the development of SSCM with the consideration of organizations.",2022-08-01,2025-10-16 11:51:07,2025-10-16 11:51:07,,102822,,,164,,Transportation Research Part E: Logistics and Transportation Review,,,,,,,,,,,,,,,,,,,Charity organization; Literature review; NGO; Not-for-profit; NPO; Sustainable development; Sustainable supply chain management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAHFH872,journalArticle,2023,"Mousa, Mohamed; Arslan, Ahmad",To what extent does virtual learning promote the implementation of responsible management education? A study of management educators,The International Journal of Management Education,,1472-8117,10.1016/j.ijme.2023.100772,https://www.sciencedirect.com/science/article/pii/S1472811723000101,"This paper aims to explore the extent to which virtual learning fosters the implementation of responsible management education (RME) in public business schools in Egypt. We conducted semi-structured interviews with 27 management educators working at three public business schools in Egypt. Thematic analysis was undertaken on the collected data resulting in four major themes. The findings reveal that management educators perceive difficulty in implementing responsible management education in the context of virtual learning due to the following four factors: employing a student-centred learning approach, inability to use collaborative teaching pedagogies in virtual learning, lack of academic freedom, and poor info-structure characterising the Egyptian context. The present study is the pioneering works to empirically investigate the relationship between the shift towards virtual learning and the implementation of responsible management education, particularly in non-Western contexts.",2023-07-01,2025-10-16 11:51:07,2025-10-16 11:51:07,,100772,,2,21,,The International Journal of Management Education,,,,,,,,,,,,,,,,,,,Business schools; Covid-19; Management educators; Responsible management education (RME); Stakeholder theory; Virtual socially-distanced learning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PXDWGA8F,journalArticle,2023,"Nai, Roberto; Meo, Rosa; Morina, Gabriele; Pasteris, Paolo","Public tenders, complaints, machine learning and recommender systems: a case study in public administration",Computer Law & Security Review,,2212-473X,10.1016/j.clsr.2023.105887,https://www.sciencedirect.com/science/article/pii/S0267364923000973,"With the proliferation of e-procurement systems in the public sector, valuable and open information sources can be jointly accessed. Our research aims to explore different legal Open Data; in particular, we explored the data set of the National Anti-Corruption Authority in Italy on public procurement and the judges’ sentences related to public procurement, published on the website of the Italian Administrative Justice from 2007 to 2022. Our first goal was to train machine learning models capable of automatically recognizing which procurement has led to disputes and consequently complaints to the Administrative Justice, identifying the relevant features of procurement that correspond to certain anomalies. Our second goal was to develop a recommender system on procurement to return similar procurement to a given one and find companies for bidders, depending on the procurement requirements.",2023-11-01,2025-10-16 11:51:07,2025-10-16 11:51:07,,105887,,,51,,Computer Law & Security Review,,,,,,,,,,,,,,,,,,,Complaint detection; Knowledge discovery; Legal prediction; Machine learning; Natural language processing; Public procurement; Recommender system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIEPKSI4,journalArticle,2024,"Kyriakopoulos, Panagiotis",Revisiting research on firm-level innovation in rural areas: A systematic literature review and future research directions,Journal of Rural Studies,,0743-0167,10.1016/j.jrurstud.2024.103437,https://www.sciencedirect.com/science/article/pii/S0743016724002419,"Although firm-level innovation is an essential determinant of sustainable growth in rural areas, the literature on this subject is lacking a state-of-the-art systematic literature review in the context of rural zones. The aim of our study is (1) to describe the firm-level innovation research in rural areas over time, presenting the leading journals and authors; (2) to reveal the intellectual structure of the firm-level innovation field, providing an integrated framework of antecedents and outcomes of firm-level innovation in rural areas; (3) to identify research gaps and recommend a research agenda for advancing the study of firm-level innovation in rural areas. Drawing on articles (N = 152) published in top-ranked sources, our study conducts a systematic literature review through bibliometric and content analysis of material published between 2003 and 2023. Our study significantly contributes to the innovation field by adding value to our understanding about the firm-level innovation discipline in rural areas.",2024-10-01,2025-10-16 11:51:07,2025-10-16 11:51:07,,103437,,,111,,Journal of Rural Studies,,,,,,,,,,,,,,,,,,,Agriculture; Bibliometric; Innovation; Rural; Systematic literature review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7XD7XCBI,journalArticle,2022,"Chaudhary, Sanjay; Kaur, Puneet; Talwar, Shalini; Islam, Nazrul; Dhir, Amandeep",Way off the mark? Open innovation failures: Decoding what really matters to chart the future course of action,Journal of Business Research,,0148-2963,10.1016/j.jbusres.2021.12.062,https://www.sciencedirect.com/science/article/pii/S0148296321009760,"With the increasing need for firms to implement innovation in their pursuit of competitive advantage, open innovation has attracted the growing attention of academics and practitioners. However, the current literature has been lopsided, focussing predominantly on the myriad benefits of open innovation. We argue that eulogising only the positive aspects of open innovation is insufficient to help firms and motivate future research. Therefore, we recommend increased attention to the dark side of open innovation, which includes failures that can occur at various stages of the open innovation process. A review of the existing literature reveals that although researchers have, time and again, attempted to document failure in open innovation, this literature is comparatively sparse and fragmented. The extant literature also exhibits an apparent lack of effort to encourage future research, as evidenced by the absence of a comprehensive literature review. We aim to address this research gap by reviewing 76 studies identified by applying a stringent search protocol consistent with the systematic literature review (SLR) methodology. The contributions of this SLR include (a) development of a research profile of the relevant literature, (b) identification of five thematic areas, (c) elucidation of research gaps and suggestion of potential research questions as an agenda for future research on failures in open innovation, (d) formulation of a conceptual framework comprising the antecedents and outcomes of open innovation failure and (e) presentation of the various theoretical and managerial implications for scholars and practitioners.",2022-03-01,2025-10-16 11:51:07,2025-10-16 11:51:07,,1010-1025,,,142,,Journal of Business Research,,,,,,,,,,,,,,,,,,,Competitive advantage; Downsides; Failure; Open innovation; Systematic literature review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUB7L2MN,journalArticle,2025,"Williams, Shaun; Behrendt, Frauke",Data visibility of cyclists: social justice implications of Strava Metro data in transport planning,Mobilities,,1745-0101,10.1080/17450101.2025.2542163,https://www.sciencedirect.com/science/article/pii/S1745010125000633,"This article investigates how the ‘datafication’ of cycling risks exacerbating existing mobility injustices associated with the privileging of data visibility over diversity. It focuses on the social justice implications of UK and US transport professionals’ perceptions of Strava Metro data, specifically around sample representativeness and bias. Our findings show how experts simultaneously recognise Strava Metro data as: (a) statistically valid and representative of observable cycling activities, including correlation with complementary cycle counter data. And as (b) demographically biased and unrepresentative of society, as Strava Metro data samples disproportionally capture journeys made by younger male cyclists. All expert interviewees emphasised the importance of considering a variety of data sources to support transport planning decisions, and emphasised Strava Metro data sample biases and limitations. However, our analysis of transport professional’s perceptions reveals how cycling app data, such as Strava Metro, has implications for social justice. These implications include distorting understandings of cycling at the detriment of diversifying cycling participation. Left unchecked, a privileging of hyper-visibility of select cyclists may slow efforts for socially sustainable and diverse cycling. The article closes with a discussion of the research and policy implications for emerging debates of artificial intelligence (AI) in transport.",2025-08-24,2025-10-16 11:51:07,2025-10-16 11:51:07,,,,,,,Mobilities,,,,,,,,,,,,,,,,,,,cycling; data bias; data transparency; data validity; Mobility data justice; Strava Metro data; sustainability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8MNPSLBL,journalArticle,2018,"Dumay, John; de Villiers, Charl; Guthrie, James; Hsiao, Pei-Chi","Thirty years of Accounting, Auditing and Accountability Journal","Accounting, Auditing & Accountability Journal",,0951-3574,10.1108/AAAJ-04-2017-2915,https://www.sciencedirect.com/science/article/pii/S0951357418000617,"Purpose The purpose of this paper is to analyse the highly cited articles published in Accounting, Auditing and Accountability Journal (AAAJ), since its inception, to answer three research questions: first, how have scholarly articles published in AAAJ developed? second, what are the focus areas and characteristics of articles in AAAJ, and who are the influential authors? third, who are the emerging next generation scholars and what are the emerging research themes in AAAJ? Design/methodology/approach A structured literature review (SLR) was used to analyse 126 most cited classic AAAJ articles and 21 additional emerging articles published between 1988 and 2016. Traditional literature reviews can have varied results because of a lack of rigour. The SLR method allows for an examination in detail of the articles, authors, focus areas and pattern of AAAJ publishing over three decades. Findings The findings show increased diversity in more recent years in theories, methods, origins, focus areas, and where AAAJ articles are cited, which highlights that the interdisciplinary accounting research project is maturing and remaining true to the ideal of being inclusive. Research limitations/implications Within this diversity, the analyses show that AAAJ remains focussed on and presents opportunities for impactful accounting research related to social issues, including non-financial corporate reporting/disclosure, public sector accounting, corporate governance and alternative forms of accounting, audit and accountability. Additionally, there is a need for more practice-based research to address the “wicked” problems at the intersection between accounting and society. Originality/value This paper presents accounting researchers with an opportunity to develop insightful and publishable studies. Also, it serves as a basis for developing future research agendas in the interdisciplinary accounting field.",2018-06-06,2025-10-16 11:51:08,2025-10-16 11:51:08,,1510-1541,,5,31,,"Accounting, Auditing & Accountability Journal",,,,,,,,,,,,,,,,,,,Citations; Classic  papers; Structured literature review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y86VNELY,journalArticle,2024,"Carnat, Irina",Addressing the risks of generative AI for the judiciary: The accountability framework(s) under the EU AI Act,Computer Law & Security Review,,2212-473X,10.1016/j.clsr.2024.106067,https://www.sciencedirect.com/science/article/pii/S026736492400133X,"The rapid advancements in natural language processing, particularly the development of generative large language models (LLMs), have renewed interest in using artificial intelligence (AI) for judicial decision-making. While these technological breakthroughs present new possibilities for legal automation, they also raise concerns about over-reliance and automation bias. Drawing insights from the COMPAS case, this paper examines the implications of deploying generative LLMs in the judicial domain. It identifies the persistent factors that contributed to an accountability gap when AI systems were previously used for judicial decision-making. To address these risks, the paper analyses the relevant provisions of the EU Artificial Intelligence Act, outlining a comprehensive accountability framework based on the regulation's risk-based approach. The paper concludes that the successful integration of generative LLMs in judicial decision-making requires a holistic approach addressing cognitive biases. By emphasising shared responsibility and the imperative of AI literacy across the AI value chain, the regulatory framework can help mitigate the risks of automation bias and preserve the rule of law.",2024-11-01,2025-10-16 11:51:08,2025-10-16 11:51:08,,106067,,,55,,Computer Law & Security Review,,,,,,,,,,,,,,,,,,,Accountability; Automation bias; Generative Artificial Intelligence; Judicial decision-making; Large Language Models,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TXMHVAX9,journalArticle,2019,"Fan, Peilei; Urs, Nicolae; Hamlin, Roger E.","Rising innovative city-regions in a transitional economy: A case study of ICT industry in Cluj-Napoca, Romania",Technology in Society,,0160-791X,10.1016/j.techsoc.2019.05.003,https://www.sciencedirect.com/science/article/pii/S0160791X19300508,"City-regions have become the focused locations for economic development and policy intervention for innovation activities. As existing literature mostly studied innovative city-regions of the Global North, there is an urgent need to examine the emerging latecomers, particularly those from the transitional economies. In this paper, Cluj-Napoca, Romania has been used a case to study the rising innovative city-regions in the transitional economies, their role in the global innovation networks, and the development of domestic innovation capability. The paper's specific objectives are to evaluate the current status of its regional innovation cluster in the global network, its structural strength and weakness, and the effectiveness of institutional management. A multi-case analysis approach has been used to analyze domestic companies and multinational corporations that are key actors in local innovation system. In addition to the secondary data, 23 interviews were conducted with local business, university researchers, and government officials. The main findings are: first, while Romania as an economy is still categorized as a factor-driven economy, sectors of some city-regions in the country, such as the ICT sector, has started to move towards the innovation-driven economy closely articulated in the global innovation network, especially in Europe's innovation network of software development. Second, while the region can be characterized as to have the relatively strong global pipelines, i.e., linkages with outside players, it has weak local buzz, i.e., local networks. Third, multinational corporations that have generally been attracted to the region due to the overseas-returnee community who are interested in linking Cluj-Napoca to the global innovation network. Local companies have equally benefited from the returning IT talents. One particular challenge is that although start-ups were emerging in Cluj-Napoca, the city-region was not effective at retaining these start-ups by providing opportunities for their further growth. Fourth, like any other city-region, Cluj-Napoca has been under the institutional influence at multiple levels, from the European Union (EU), the national government, the regional government, the county government, to the municipal government. However, close university-industry connection remains a challenge. It is recommended that the city-region should consider a variety of approaches to enhance the local buzz, specifically the social networks and innovation milieu of the city-region. Moreover, it needs to provide more resources for start-ups and do a better job in the retention of the start-ups.",2019-08-01,2025-10-16 11:51:08,2025-10-16 11:51:08,,101139,,,58,,Technology in Society,,,,,,,,,,,,,,,,,,,Catching up; City-region; ICT; Innovation; Latecomer; Transitional economy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
